style,artist,title,matched,video_id,youtube_url,video_title,source,score,searched_at
Abstract,Wedding Acid Group,City Gate Funk,yes,eZG6HOEq43k,https://music.youtube.com/watch?v=eZG6HOEq43k,Wedding Acid Group -- City Gate Funk,ytmusic,100.0,2026-09-04T01:11:52
Abstract,Wedding Acid Group,Colombo Acid,yes,aE7SDnVv5CI,https://music.youtube.com/watch?v=aE7SDnVv5CI,Wedding Acid Group -- Colombo Acid,ytmusic,100.0,2026-09-04T01:11:48
Abstract,Wedding Acid Group,Dog Park Memories,yes,dlitH46rTdg,https://music.youtube.com/watch?v=dlitH46rTdg,Wedding Acid Group  -- Dog Park Memories,ytmusic,100.0,2026-09-04T01:11:51
Abstract,Wedding Acid Group,Lost Memory FM,yes,d_9LzXchABY,https://music.youtube.com/watch?v=d_9LzXchABY,Wedding Acid Group -- Lost Memory Fm,ytmusic,100.0,2026-09-04T01:11:49
Abstract,Wedding Acid Group,Low Moisture Acid,yes,BJvwYpfu4U8,https://music.youtube.com/watch?v=BJvwYpfu4U8,Wedding Acid Group - Low Moisture Acid [USR027],ytmusic,100.0,2026-09-04T01:11:48
Abstract,Wedding Acid Group,Optimistic Acid,yes,1VXR1VyI3eU,https://music.youtube.com/watch?v=1VXR1VyI3eU,Wedding Acid Group -- Optimistic Acid,ytmusic,100.0,2026-09-04T01:11:50
Abstract,Wedding Acid Group,Sunday Circles,yes,TenxTel3_9Y,https://music.youtube.com/watch?v=TenxTel3_9Y,Wedding Acid Group -- Sunday Circles,ytmusic,100.0,2026-09-04T01:11:51
Abstract,Wedding Acid Group,Toy Story,yes,dr4b-a0zt8E,https://music.youtube.com/watch?v=dr4b-a0zt8E,Wedding Acid Group -- Toy Story,ytmusic,100.0,2026-09-04T01:11:47
Acid,A***,Untitled,yes,0TTRXT9ECs0,https://music.youtube.com/watch?v=0TTRXT9ECs0,Untitled A,ytmusic,76.19047619047619,2026-09-04T01:20:44
Acid,A***,Untitled,yes,0TTRXT9ECs0,https://music.youtube.com/watch?v=0TTRXT9ECs0,Untitled A,ytmusic,76.19047619047619,2026-09-04T01:20:44
Acid,A***,Untitled,yes,0TTRXT9ECs0,https://music.youtube.com/watch?v=0TTRXT9ECs0,Untitled A,ytmusic,76.19047619047619,2026-09-04T01:20:44
Acid,A:G,Catching Up,yes,CEFA8x5o9AE,https://music.youtube.com/watch?v=CEFA8x5o9AE,(A1) A:G - Catching Up - [Lirica Archives] - 2026,ytmusic,100.0,2026-09-04T01:11:44
Acid,A:G,Impulses,yes,jjhCc7ctU3c,https://music.youtube.com/watch?v=jjhCc7ctU3c,(B1) A:G - Impulses - [Lirica Archives] - 2026,ytmusic,100.0,2026-09-04T01:11:45
Acid,A:G,Let It Go,yes,x__PQ5HfaJI,https://music.youtube.com/watch?v=x__PQ5HfaJI,(B2) A:G - Let it Go - [Lirica Archives] - 2026,ytmusic,100.0,2026-09-04T01:11:46
Acid,A:G,New Doors,yes,FUqJi5T1m5s,https://music.youtube.com/watch?v=FUqJi5T1m5s,(B3) A:G - New Doors - [Lirica Archives] - 2026,ytmusic,100.0,2026-09-04T01:11:46
Acid,A:G,That's Not The Moon,yes,9l0PNcpJhYs,https://music.youtube.com/watch?v=9l0PNcpJhYs,(A2) A:G - That's not the moon - [Lirica Archives] - 2026,ytmusic,100.0,2026-09-04T01:11:44
Acid,Abdul Raeva,Hard Discount Primitivo,yes,xpJRKoPj3QM,https://music.youtube.com/watch?v=xpJRKoPj3QM,Hard Discount Primitivo,ytmusic,100.0,2026-09-04T01:21:03
Acid,Abdul Raeva,Karima's Duff Duff,yes,6iGQ0fZF27g,https://music.youtube.com/watch?v=6iGQ0fZF27g,Karima's Duff Duff,ytmusic,100.0,2026-09-04T01:21:02
Acid,Abdul Raeva,Ooga Booga Acid Time,yes,0DRrZkevMG4,https://music.youtube.com/watch?v=0DRrZkevMG4,Ooga Booga Acid Time,ytmusic,100.0,2026-09-04T01:21:03
Acid,Abdul Raeva,The Caballero Thrust Programme,yes,dP1r2Y7ECco,https://music.youtube.com/watch?v=dP1r2Y7ECco,The Caballero Thrust Programme,ytmusic,100.0,2026-09-04T01:21:02
Acid,Amount,Glossar,yes,oQw54k5M_dc,https://music.youtube.com/watch?v=oQw54k5M_dc,Amount - Glossar,ytmusic,100.0,2026-09-04T01:15:29
Acid,Amount,Source Direct,yes,n2FEfJzsI88,https://music.youtube.com/watch?v=n2FEfJzsI88,Amount - Source Direct,ytmusic,100.0,2026-09-04T01:15:29
Acid,Amount,Stompin,yes,k5wKQufL6c8,https://music.youtube.com/watch?v=k5wKQufL6c8,Amount - Stompin,ytmusic,100.0,2026-09-04T01:15:28
Acid,Asphalt DJ,2 De Wave,yes,d-K0I0JJzk0,https://music.youtube.com/watch?v=d-K0I0JJzk0,Asphalt DJ - 2 De Wave [HAWS023],ytmusic,100.0,2026-09-04T01:15:04
Acid,Asphalt DJ,Eternal Flower,yes,wFQBSeJoTlg,https://music.youtube.com/watch?v=wFQBSeJoTlg,Asphalt DJ - Eternal Flower,ytmusic,100.0,2026-09-04T01:15:04
Acid,Asphalt DJ,In My Mind,yes,e0fslXBxnok,https://music.youtube.com/watch?v=e0fslXBxnok,Asphalt DJ - In My Mind,ytmusic,100.0,2026-09-04T01:15:03
Acid,Asphalt DJ,Sonic Endeavour,yes,KoTv3Yj8nTo,https://music.youtube.com/watch?v=KoTv3Yj8nTo,Asphalt DJ - Sonic Endeavour [HAWS023],ytmusic,100.0,2026-09-04T01:15:05
Acid,Cam Stockman,Chicktikka,yes,HuSBtJ33LT8,https://music.youtube.com/watch?v=HuSBtJ33LT8,Chicktikka,ytmusic,100.0,2026-09-04T01:18:52
Acid,Cam Stockman,Dreams In The RS,yes,lyGjxWvMACM,https://music.youtube.com/watch?v=lyGjxWvMACM,Dreams In The RS,ytmusic,100.0,2026-09-04T01:18:51
Acid,Cam Stockman,The Acceptance Speech,yes,li62882C4Sw,https://music.youtube.com/watch?v=li62882C4Sw,The Acceptance Speech,ytmusic,100.0,2026-09-04T01:18:53
Acid,Cam Stockman,Useless,yes,FqG5VmjPKkI,https://music.youtube.com/watch?v=FqG5VmjPKkI,Useless,ytmusic,100.0,2026-09-04T01:18:52
Acid,"Cesare Muraca, Aymeric",365 Days,yes,nKuvinxp06Y,https://music.youtube.com/watch?v=nKuvinxp06Y,Cesare Muraca - 365 Days,ytmusic,68.65671641791045,2026-09-04T01:11:14
Acid,"Cesare Muraca, Aymeric",Funky Things,yes,7ajmkib0R0M,https://music.youtube.com/watch?v=7ajmkib0R0M,Aymeric - Funky Things,ytmusic,74.07407407407408,2026-09-04T01:11:15
Acid,"Cesare Muraca, Aymeric",Initial Commit,yes,KzCc8sLZdZM,https://music.youtube.com/watch?v=KzCc8sLZdZM,Aymeric - Initial Commit,ytmusic,75.86206896551724,2026-09-04T01:11:14
Acid,"Cesare Muraca, Aymeric",Possibilities,yes,_SqWMXMpXjc,https://music.youtube.com/watch?v=_SqWMXMpXjc,Cesare Muraca - Possibilities,ytmusic,72.72727272727272,2026-09-04T01:11:13
Acid,"Cesare Muraca, Aymeric",Tasty Bonus,yes,U04PMWOZUhk,https://music.youtube.com/watch?v=U04PMWOZUhk,Aymeric - Tasty Bonus,ytmusic,73.07692307692308,2026-09-04T01:11:16
Acid,DMX Krew,2 More 606es,yes,IgmwMaGvLH8,https://music.youtube.com/watch?v=IgmwMaGvLH8,2 more 606es,ytmusic,100.0,2026-09-04T01:20:02
Acid,DMX Krew,Distress Signal On Mars,yes,nF10nl31jF4,https://music.youtube.com/watch?v=nF10nl31jF4,Distress Signal On Mars,ytmusic,100.0,2026-09-04T01:20:00
Acid,DMX Krew,Local Off,yes,U7MazbQrOWE,https://music.youtube.com/watch?v=U7MazbQrOWE,Local Off,ytmusic,100.0,2026-09-04T01:19:59
Acid,DMX Krew,Software User Guide,yes,tNrzUIaITz4,https://music.youtube.com/watch?v=tNrzUIaITz4,Software User Guide,ytmusic,100.0,2026-09-04T01:19:59
Acid,DMX Krew,Time Holes,yes,upe-VD1XOFU,https://music.youtube.com/watch?v=upe-VD1XOFU,Time Holes,ytmusic,100.0,2026-09-04T01:20:01
Acid,DMX Krew,Trigger Warning,yes,TKktL7fotTo,https://music.youtube.com/watch?v=TKktL7fotTo,Trigger Warning,ytmusic,100.0,2026-09-04T01:19:58
Acid,"Disco Stup, Swin",Broken Mute Point,yes,3v51V1gc82A,https://music.youtube.com/watch?v=3v51V1gc82A,Broken Mute Point,ytmusic,90.3225806451613,2026-09-04T01:21:13
Acid,"Disco Stup, Swin",Entropy,yes,ZK8bR-41e08,https://music.youtube.com/watch?v=ZK8bR-41e08,Entropy,ytmusic,100.0,2026-09-04T01:21:15
Acid,"Disco Stup, Swin",I’ll Show You The Attic,yes,LN5seoAIlb8,https://music.youtube.com/watch?v=LN5seoAIlb8,I’ll Show You The Attic,ytmusic,92.06349206349206,2026-09-04T01:21:14
Acid,"Disco Stup, Swin",Loosing Their Minds,yes,IAuOsO710CE,https://music.youtube.com/watch?v=IAuOsO710CE,Loosing Their Minds,ytmusic,100.0,2026-09-04T01:21:15
Acid,Donato Dozzy,Back,yes,lcWEODiXT5Q,https://music.youtube.com/watch?v=lcWEODiXT5Q,Back,ytmusic,100.0,2026-09-04T01:11:03
Acid,Donato Dozzy,Duetto,yes,K6UrJMPd6Ts,https://music.youtube.com/watch?v=K6UrJMPd6Ts,Duetto,ytmusic,100.0,2026-09-04T01:11:02
Acid,Donato Dozzy,Filo,yes,Xlfo6qZmBIU,https://music.youtube.com/watch?v=Xlfo6qZmBIU,Filo,ytmusic,100.0,2026-09-04T01:11:00
Acid,Donato Dozzy,Nine O' Three,yes,6vLUN4abXhI,https://music.youtube.com/watch?v=6vLUN4abXhI,Nine O' Three,ytmusic,100.0,2026-09-04T01:11:02
Acid,Donato Dozzy,Rep,yes,-2a5l-zrrqs,https://music.youtube.com/watch?v=-2a5l-zrrqs,REP,ytmusic,100.0,2026-09-04T01:11:05
Acid,Donato Dozzy,Tb Square,yes,3WAkvZR8Dek,https://music.youtube.com/watch?v=3WAkvZR8Dek,TB Square,ytmusic,100.0,2026-09-04T01:11:04
Acid,Donato Dozzy,Vetta,yes,KGtTFPHCbRk,https://music.youtube.com/watch?v=KGtTFPHCbRk,Vetta,ytmusic,100.0,2026-09-04T01:11:01
Acid,Donato Dozzy,Vetta Reprise,yes,5bDwL6sZRCA,https://music.youtube.com/watch?v=5bDwL6sZRCA,Vetta Reprise,ytmusic,100.0,2026-09-04T01:11:03
Acid,Dove Quiete,My Jordan,yes,zSHyW0y8bjc,https://music.youtube.com/watch?v=zSHyW0y8bjc,A2 MY JORDAN   DOVE QUIETE FEAT BELLA LADOUX,ytmusic,100.0,2026-09-04T01:20:09
Acid,Dove Quiete,So I Ride,yes,uf0jG2DCZYI,https://music.youtube.com/watch?v=uf0jG2DCZYI,A1 SO I RIDE   DOVE QUIETE FEAT BELLA LADOUX,ytmusic,100.0,2026-09-04T01:20:10
Acid,Dove Quiete,Something For,yes,sJZiXFAU-vY,https://music.youtube.com/watch?v=sJZiXFAU-vY,Dove è quiete,ytmusic,68.0,2026-09-04T01:20:11
Acid,Furious Frank,Dangerous Dancer,yes,7liGzWbBXIc,https://music.youtube.com/watch?v=7liGzWbBXIc,Furious Frank - Dangerous Dancer (Official),ytmusic,100.0,2026-09-04T01:19:55
Acid,Furious Frank,Heysen Trail,yes,NdU4PT1H6GI,https://music.youtube.com/watch?v=NdU4PT1H6GI,Furious Frank - Heysen Trail,ytmusic,100.0,2026-09-04T01:19:57
Acid,Furious Frank,Magic Mountain,yes,IBAl_JWCKAg,https://music.youtube.com/watch?v=IBAl_JWCKAg,"Furious Frank – Magic Mountain (Ken Oath Records, 2017)",ytmusic,100.0,2026-09-04T01:19:55
Acid,Furious Frank,The Grotto,yes,AOMAFeNky1E,https://music.youtube.com/watch?v=AOMAFeNky1E,PREMIERE: Furious Frank - The Grotto [Ken Oath],ytmusic,100.0,2026-09-04T01:19:56
Acid,Furious Frank,Woorabinda Reserve,yes,_jVRv_P8EPA,https://music.youtube.com/watch?v=_jVRv_P8EPA,Furious Frank   Woorabinda Reserve,ytmusic,100.0,2026-09-04T01:19:58
Acid,Ildec,003000009,yes,b0RFCg6QHZg,https://music.youtube.com/watch?v=b0RFCg6QHZg,Ildec - 003000009,ytmusic,100.0,2026-09-04T01:20:15
Acid,Ildec,Explore The Universe,yes,5GaNR6dwDPQ,https://music.youtube.com/watch?v=5GaNR6dwDPQ,Ildec - Explore The Universe,ytmusic,100.0,2026-09-04T01:20:14
Acid,Ildec,Rosco,yes,thfiWiCQdDs,https://music.youtube.com/watch?v=thfiWiCQdDs,Ildec - Rosco (PTN023),ytmusic,100.0,2026-09-04T01:20:16
Acid,Ildec,Sunrise In Ukraine,yes,5acCdWB4Ii4,https://music.youtube.com/watch?v=5acCdWB4Ii4,Ildec - Sunrise In Ukraine (PTN023),ytmusic,100.0,2026-09-04T01:20:15
Acid,J-Zbel,Bertrand Au Mont D'Or,yes,mzCbZ68TqK0,https://music.youtube.com/watch?v=mzCbZ68TqK0,Bertrand au mont d'or,ytmusic,100.0,2026-09-04T01:11:09
Acid,J-Zbel,Check-In,yes,WQQ6BRWU4F8,https://music.youtube.com/watch?v=WQQ6BRWU4F8,Check-In,ytmusic,100.0,2026-09-04T01:11:06
Acid,J-Zbel,Diablo Verde Part. II,yes,MPEexaL-mU0,https://music.youtube.com/watch?v=MPEexaL-mU0,J-Zbel - Diablo Verde Part. II - Dog’s Fart Is So Bad That Cat Throws Up - BFDM020,ytmusic,100.0,2026-09-04T01:11:12
Acid,J-Zbel,Excremangue,yes,4axELLrP4qg,https://music.youtube.com/watch?v=4axELLrP4qg,Excremangue,ytmusic,100.0,2026-09-04T01:11:11
Acid,J-Zbel,Hardcore Jusqu'au PEF,yes,y3JWSsMsIi8,https://music.youtube.com/watch?v=y3JWSsMsIi8,Hardcore jusqu'au PEF,ytmusic,100.0,2026-09-04T01:11:06
Acid,J-Zbel,Le Riddim Du Bardouin,yes,6ywZMaW0czY,https://music.youtube.com/watch?v=6ywZMaW0czY,Le riddim du bardouin,ytmusic,100.0,2026-09-04T01:11:07
Acid,J-Zbel,Mortel Kombat,yes,Zc-SZYm9A5g,https://music.youtube.com/watch?v=Zc-SZYm9A5g,Mortal Kombat,ytmusic,95.0,2026-09-04T01:11:07
Acid,J-Zbel,Pardon Mouloud,yes,ceJAOla07WY,https://music.youtube.com/watch?v=ceJAOla07WY,Pardon mouloud,ytmusic,100.0,2026-09-04T01:11:11
Acid,J-Zbel,Rustie Le Clown,yes,fawH9f_UYrY,https://music.youtube.com/watch?v=fawH9f_UYrY,Rustie le clown,ytmusic,100.0,2026-09-04T01:11:09
Acid,J-Zbel,Sebulba,yes,GaOih2mc5NU,https://music.youtube.com/watch?v=GaOih2mc5NU,Sebulba (feat. Simo Cell),ytmusic,100.0,2026-09-04T01:11:10
Acid,J-Zbel,The J-Zbel Anthem,yes,8bRDvPhU3IY,https://music.youtube.com/watch?v=8bRDvPhU3IY,The J-Zbel Anthem,ytmusic,100.0,2026-09-04T01:11:12
Acid,J-Zbel,Tunnel Vision,yes,MG3TTKmJM1k,https://music.youtube.com/watch?v=MG3TTKmJM1k,Tunnel Vision,ytmusic,100.0,2026-09-04T01:11:08
Acid,"Jonny Rock, Jonny Rock",Version 1,yes,9j_IE1SjDWU,https://music.youtube.com/watch?v=9j_IE1SjDWU,A1,ytmusic,86.95652173913044,2026-09-04T01:21:11
Acid,"Jonny Rock, Jonny Rock",Version 2,yes,9j_IE1SjDWU,https://music.youtube.com/watch?v=9j_IE1SjDWU,A1,ytmusic,86.95652173913044,2026-09-04T01:21:12
Acid,KG Beat,Full Moon Escapade,yes,6kIW3FdhyqI,https://music.youtube.com/watch?v=6kIW3FdhyqI,Kg Beat - Full Moon Escapade,ytmusic,100.0,2026-09-04T01:17:51
Acid,KG Beat,The Breathing Engine,yes,ur2GNYme3Qs,https://music.youtube.com/watch?v=ur2GNYme3Qs,The Breathing Engine,ytmusic,100.0,2026-09-04T01:17:51
Acid,KG Beat,The Spies Are Among Us,yes,zAT-dOoMzPE,https://music.youtube.com/watch?v=zAT-dOoMzPE,KG Beat - The Spies Are Among US,ytmusic,100.0,2026-09-04T01:17:53
Acid,KG Beat,You Can Fly,yes,sWuDTnc1MvA,https://music.youtube.com/watch?v=sWuDTnc1MvA,You Can Fly,ytmusic,100.0,2026-09-04T01:17:52
Acid,Sedona,Pulsation (Ascending),yes,OiiUf0FrEaY,https://music.youtube.com/watch?v=OiiUf0FrEaY,Pulsation (Ascending),ytmusic,100.0,2026-09-04T01:15:18
Acid,Sedona,Pulsation (Naone Ice Breaker Remix),yes,AbK1q1y-J5Y,https://music.youtube.com/watch?v=AbK1q1y-J5Y,Pulsation (Naone Ice Breaker Remix),ytmusic,100.0,2026-09-04T01:15:19
Acid,Sedona,Pulsation (Sinister),yes,SUaWMG4YkT0,https://music.youtube.com/watch?v=SUaWMG4YkT0,Sedona - Pulsation (Sinister)  [1995],ytmusic,100.0,2026-09-04T01:15:20
Acid,Sedona,Pulsation (Test Tube),yes,SC-d5F543lA,https://music.youtube.com/watch?v=SC-d5F543lA,Pulsation (Test Tube),ytmusic,100.0,2026-09-04T01:15:19
Acid,Slamm,"Energize (12"" Master)",yes,BvRHfkcxvec,https://music.youtube.com/watch?v=BvRHfkcxvec,Energize,ytmusic,100.0,2026-09-04T01:13:22
Acid,Slamm,Energize (Captain's Log Mix),yes,BvRHfkcxvec,https://music.youtube.com/watch?v=BvRHfkcxvec,Energize,ytmusic,100.0,2026-09-04T01:13:25
Acid,Slamm,Energize (La Camorra Headless Mix),yes,BvRHfkcxvec,https://music.youtube.com/watch?v=BvRHfkcxvec,Energize,ytmusic,100.0,2026-09-04T01:13:22
Acid,Slamm,Energize (Ride Of The Vulcans Mix),yes,BvRHfkcxvec,https://music.youtube.com/watch?v=BvRHfkcxvec,Energize,ytmusic,100.0,2026-09-04T01:13:24
Acid,Slamm,Energize (Safe Hands Planet Mix),yes,BvRHfkcxvec,https://music.youtube.com/watch?v=BvRHfkcxvec,Energize,ytmusic,100.0,2026-09-04T01:13:23
Acid,Ubiquity,Bolivian Angel (Dream Frequency Meets Rob Tissera Dj's Delight Mix),yes,GYH2Ciq-k7I,https://music.youtube.com/watch?v=GYH2Ciq-k7I,Ubiquity - Bolivian Angel (Dream Frequency Meets Rob Tissera Dj's Delight Mix)  🇬🇧,ytmusic,100.0,2026-09-04T01:13:48
Acid,Ubiquity,Bolivian Angel (Dream Frequency Meets Rob Tissera Oblivion  94 Mix),yes,nfQlY5Lni5Y,https://music.youtube.com/watch?v=nfQlY5Lni5Y,Ubiquity  -  Bolivian Angel  (Dream Frequency Meets Rob Tissera Oblivion 94 Mix),ytmusic,100.0,2026-09-04T01:13:47
Acid,Ubiquity,Bolivian Angel (Original Bedroom Mix),yes,3fRtxljQcOw,https://music.youtube.com/watch?v=3fRtxljQcOw,[Progressive Trance] Ubiquity - Bolivian Angel (Original Bedroom Mix) (A1) [1994],ytmusic,100.0,2026-09-04T01:13:45
Acid,Ubiquity,Bolivian Angel (The Eastern Bloc Remix),yes,_rbIcpYqJu8,https://music.youtube.com/watch?v=_rbIcpYqJu8,Ubiquity - Bolivian Angel (The Eastern Bloc Remix),ytmusic,100.0,2026-09-04T01:13:46
Acid,Various,Festichola,yes,s2FNKNSVa9U,https://music.youtube.com/watch?v=s2FNKNSVa9U,Festichola,ytmusic,74.07407407407408,2026-09-04T01:12:20
Acid,Various,Loop Hole,yes,9OEIRJNPp9I,https://music.youtube.com/watch?v=9OEIRJNPp9I,Loop Hole,ytmusic,78.26086956521739,2026-09-04T01:12:19
Acid,Various,Rising Down,yes,NscoHuEJdbQ,https://music.youtube.com/watch?v=NscoHuEJdbQ,Rising Down,ytmusic,78.57142857142857,2026-09-04T01:12:21
Acid,Various,You Are,yes,iyHDHYrdWPs,https://music.youtube.com/watch?v=iyHDHYrdWPs,All the things you are - Backing Track,ytdlp,63.63636363636363,2026-09-04T01:12:22
Acid,Venetia,Camel,yes,GYfSBbDg4hw,https://music.youtube.com/watch?v=GYfSBbDg4hw,Venetia - Camel,ytmusic,100.0,2026-09-04T01:18:49
Acid,Venetia,Jet,yes,l88zEiBVK_s,https://music.youtube.com/watch?v=l88zEiBVK_s,Venetia - Jet [SN003],ytmusic,100.0,2026-09-04T01:18:49
Acid,Venetia,Shangri-La Disco,yes,FUXaf-XCkOY,https://music.youtube.com/watch?v=FUXaf-XCkOY,Venetia - Shangri-La Disco [SN003],ytmusic,100.0,2026-09-04T01:18:51
Acid,Venetia,The Mind,yes,I8_aRo_zpQs,https://music.youtube.com/watch?v=I8_aRo_zpQs,Venetia - The Mind (SN003),ytmusic,100.0,2026-09-04T01:18:50
Acid,Wedding Acid Group,City Gate Funk,yes,eZG6HOEq43k,https://music.youtube.com/watch?v=eZG6HOEq43k,Wedding Acid Group -- City Gate Funk,ytmusic,100.0,2026-09-04T01:11:52
Acid,Wedding Acid Group,Colombo Acid,yes,aE7SDnVv5CI,https://music.youtube.com/watch?v=aE7SDnVv5CI,Wedding Acid Group -- Colombo Acid,ytmusic,100.0,2026-09-04T01:11:48
Acid,Wedding Acid Group,Dog Park Memories,yes,dlitH46rTdg,https://music.youtube.com/watch?v=dlitH46rTdg,Wedding Acid Group  -- Dog Park Memories,ytmusic,100.0,2026-09-04T01:11:51
Acid,Wedding Acid Group,Lost Memory FM,yes,d_9LzXchABY,https://music.youtube.com/watch?v=d_9LzXchABY,Wedding Acid Group -- Lost Memory Fm,ytmusic,100.0,2026-09-04T01:11:49
Acid,Wedding Acid Group,Low Moisture Acid,yes,BJvwYpfu4U8,https://music.youtube.com/watch?v=BJvwYpfu4U8,Wedding Acid Group - Low Moisture Acid [USR027],ytmusic,100.0,2026-09-04T01:11:48
Acid,Wedding Acid Group,Optimistic Acid,yes,1VXR1VyI3eU,https://music.youtube.com/watch?v=1VXR1VyI3eU,Wedding Acid Group -- Optimistic Acid,ytmusic,100.0,2026-09-04T01:11:50
Acid,Wedding Acid Group,Sunday Circles,yes,TenxTel3_9Y,https://music.youtube.com/watch?v=TenxTel3_9Y,Wedding Acid Group -- Sunday Circles,ytmusic,100.0,2026-09-04T01:11:51
Acid,Wedding Acid Group,Toy Story,yes,dr4b-a0zt8E,https://music.youtube.com/watch?v=dr4b-a0zt8E,Wedding Acid Group -- Toy Story,ytmusic,100.0,2026-09-04T01:11:47
Acid House,A***,Untitled,yes,0TTRXT9ECs0,https://music.youtube.com/watch?v=0TTRXT9ECs0,Untitled A,ytmusic,76.19047619047619,2026-09-04T01:20:44
Acid House,A***,Untitled,yes,0TTRXT9ECs0,https://music.youtube.com/watch?v=0TTRXT9ECs0,Untitled A,ytmusic,76.19047619047619,2026-09-04T01:20:44
Acid House,A***,Untitled,yes,0TTRXT9ECs0,https://music.youtube.com/watch?v=0TTRXT9ECs0,Untitled A,ytmusic,76.19047619047619,2026-09-04T01:20:44
Acid House,Boogie Buffet,Back 2 Boogie (Acid Burns Mix),yes,gyS7-3l02Gs,https://music.youtube.com/watch?v=gyS7-3l02Gs,Boogie Buffet - Back 2 Boogie (Acid Burns Mix),ytmusic,100.0,2026-09-04T01:15:48
Acid House,Boogie Buffet,Back 2 Boogie (Deeper Mix),yes,BSLwkFogOjY,https://music.youtube.com/watch?v=BSLwkFogOjY,Back 2 Boogie (Revival Mix),ytmusic,86.20689655172414,2026-09-04T01:15:48
Acid House,Boogie Buffet,Back 2 Boogie (Revival Mix),yes,BSLwkFogOjY,https://music.youtube.com/watch?v=BSLwkFogOjY,Back 2 Boogie (Revival Mix),ytmusic,100.0,2026-09-04T01:15:46
Acid House,Boogie Buffet,Back 2 Boogie (Revival Re Edit),yes,BSLwkFogOjY,https://music.youtube.com/watch?v=BSLwkFogOjY,Back 2 Boogie (Revival Mix),ytmusic,92.06349206349206,2026-09-04T01:15:47
Acid House,Gogo Gadgeto,Electric Spliff,yes,eSFRSrmFF8M,https://music.youtube.com/watch?v=eSFRSrmFF8M,Gogo Gadgeto - Electric Spliff [LMBG15],ytmusic,100.0,2026-09-04T01:12:55
Acid House,Gogo Gadgeto,Gadgeto Theme,yes,7f7P2pID7DY,https://music.youtube.com/watch?v=7f7P2pID7DY,Gogo Gadgeto - Gadgeto Theme [LMBG15],ytmusic,100.0,2026-09-04T01:12:54
Acid House,Gogo Gadgeto,Spooky Adventure,yes,ljbsR5LqIkg,https://music.youtube.com/watch?v=ljbsR5LqIkg,Gogo Gadgeto - Spooky Adventure,ytmusic,100.0,2026-09-04T01:12:55
Acid House,Gogo Gadgeto,Weird Science (Gadgeto Edit),yes,lSXKjMYq8Qc,https://music.youtube.com/watch?v=lSXKjMYq8Qc,Gogo Gadgeto - Weird Science (Gadgeto Edit) [LMBG15],ytmusic,100.0,2026-09-04T01:12:56
Acid House,Heatsick,Dream Tennis (Clima Remix),yes,0ZirIm60DQs,https://music.youtube.com/watch?v=0ZirIm60DQs,Dream Tennis (Young Marco Remix),ytmusic,88.88888888888889,2026-09-04T01:21:30
Acid House,Heatsick,Dream Tennis (Legowelt W30 Palm Springs Pawn Shop Remix),yes,ZBgWZp0yA-s,https://music.youtube.com/watch?v=ZBgWZp0yA-s,Heatsick - Dream Tennis (Legowelt W30 Palm Springs Pawn Shop Remix),ytmusic,100.0,2026-09-04T01:21:28
Acid House,Heatsick,Dream Tennis (Willie Burns Remix),yes,WvsrSdMoMGw,https://music.youtube.com/watch?v=WvsrSdMoMGw,Dream Tennis (Young Marco Remix) (feat. Young Marco),ytmusic,80.0,2026-09-04T01:21:29
Acid House,Heatsick,Dream Tennis (Young Marco Remix),yes,WvsrSdMoMGw,https://music.youtube.com/watch?v=WvsrSdMoMGw,Dream Tennis (Young Marco Remix) (feat. Young Marco),ytmusic,100.0,2026-09-04T01:21:30
Acid House,Miles Mercer,My Name Is What,yes,qCtCAeCFSxo,https://music.youtube.com/watch?v=qCtCAeCFSxo,MY NAME IS MY NAME,ytmusic,91.42857142857143,2026-09-04T01:18:20
Acid House,Miles Mercer,Occult Explosion,yes,9sdUVxkaFIU,https://music.youtube.com/watch?v=9sdUVxkaFIU,Miles Mercer — Occult Explosion [Premiere],ytmusic,100.0,2026-09-04T01:18:21
Acid House,Miles Mercer,Outta The Window,yes,MCldwjG2mEo,https://music.youtube.com/watch?v=MCldwjG2mEo,Miles Mercer - Outta the Window [2024],ytmusic,100.0,2026-09-04T01:18:19
Acid House,Munir Nadir,Breaking Point,yes,Ae8Ab7LlhnQ,https://music.youtube.com/watch?v=Ae8Ab7LlhnQ,Breaking Point,ytmusic,100.0,2026-09-04T01:17:42
Acid House,Munir Nadir,Dream Team,yes,qWtWbNuAWlI,https://music.youtube.com/watch?v=qWtWbNuAWlI,Dream Team,ytmusic,100.0,2026-09-04T01:17:39
Acid House,Munir Nadir,It's Time To Kick Ass,yes,xDP8a-JsVQI,https://music.youtube.com/watch?v=xDP8a-JsVQI,It's Time To Kick Ass,ytmusic,100.0,2026-09-04T01:17:40
Acid House,Munir Nadir,Just For,yes,YBTjIuYUlN0,https://music.youtube.com/watch?v=YBTjIuYUlN0,Just For,ytmusic,100.0,2026-09-04T01:17:41
Acid House,Munir Nadir,Roast-Beat,yes,HU1uG2nTgOk,https://music.youtube.com/watch?v=HU1uG2nTgOk,Roast-Beat,ytmusic,100.0,2026-09-04T01:17:40
Acid House,Unknown Artist,Untitled,yes,ca0uzI-QDPQ,https://music.youtube.com/watch?v=ca0uzI-QDPQ,Untitled,ytmusic,100.0,2026-09-04T01:21:36
